LocationID,Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,StratificationCategory1,Stratification1,TopicID,X_long,Y_lat
17011,2012,IL,Bureau,County,NVSS,Cardiovascular Diseases,Stroke,249.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,216.8,288.2,Age group,Ages 65 years and older,T6,-89.52846299,41.40406486
17011,2012,IL,Bureau,County,NVSS,Cardiovascular Diseases,Stroke,12.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,9.6,15.5,Age group,Ages 35-64 years,T6,-89.52846299,41.40406486
17011,2012,IL,Bureau,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,74.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,58.6,92.1,Age group,Ages 35-64 years,T2,-89.52846299,41.40406486
17013,2012,IL,Calhoun,County,NVSS,Cardiovascular Diseases,Stroke,227.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,183.9,279.3,Age group,Ages 65 years and older,T6,-90.66707984,39.16859428
17013,2012,IL,Calhoun,County,NVSS,Cardiovascular Diseases,Stroke,9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,6.9,11.6,Age group,Ages 35-64 years,T6,-90.66707984,39.16859428
17013,2012,IL,Calhoun,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,69.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,55.5,100.6,Age group,Ages 35-64 years,T2,-90.66707984,39.16859428
17013,2012,IL,Calhoun,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,961.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,780.3,1171.9,Age group,Ages 65 years and older,T2,-90.66707984,39.16859428
17015,2012,IL,Carroll,County,NVSS,Cardiovascular Diseases,Stroke,15.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.5,19.1,Age group,Ages 35-64 years,T6,-89.93422088,42.06866955
17015,2012,IL,Carroll,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,62.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,47,81.4,Age group,Ages 35-64 years,T2,-89.93422088,42.06866955
17015,2012,IL,Carroll,County,NVSS,Cardiovascular Diseases,Stroke,266.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,234.3,303.3,Age group,Ages 65 years and older,T6,-89.93422088,42.06866955
17015,2012,IL,Carroll,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,704.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,626.3,797.6,Age group,Ages 65 years and older,T2,-89.93422088,42.06866955
17017,2012,IL,Cass,County,NVSS,Cardiovascular Diseases,Stroke,15.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.5,19.8,Age group,Ages 35-64 years,T6,-90.24739896,39.97380842
17017,2012,IL,Cass,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,67.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,55.9,87.7,Age group,Ages 35-64 years,T2,-90.24739896,39.97380842
17017,2012,IL,Cass,County,NVSS,Cardiovascular Diseases,Stroke,290.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,238.2,340.3,Age group,Ages 65 years and older,T6,-90.24739896,39.97380842
17017,2012,IL,Cass,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,708.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,614.5,843.6,Age group,Ages 65 years and older,T2,-90.24739896,39.97380842
17019,2012,IL,Champaign,County,NVSS,Cardiovascular Diseases,Stroke,12.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.3,14.9,Age group,Ages 35-64 years,T6,-88.19921419,40.14012152
17019,2012,IL,Champaign,County,NVSS,Cardiovascular Diseases,Stroke,219.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,191.8,247.2,Age group,Ages 65 years and older,T6,-88.19921419,40.14012152
17019,2012,IL,Champaign,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,496.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,437.5,552.9,Age group,Ages 65 years and older,T2,-88.19921419,40.14012152
17019,2012,IL,Champaign,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,52.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,43.2,61.1,Age group,Ages 35-64 years,T2,-88.19921419,40.14012152
17021,2012,IL,Christian,County,NVSS,Cardiovascular Diseases,Stroke,14.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.7,18.4,Age group,Ages 35-64 years,T6,-89.27751689,39.54591418
17021,2012,IL,Christian,County,NVSS,Cardiovascular Diseases,Stroke,271.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,235.4,314.5,Age group,Ages 65 years and older,T6,-89.27751689,39.54591418
17021,2012,IL,Christian,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,67.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,54.6,85.7,Age group,Ages 35-64 years,T2,-89.27751689,39.54591418
17021,2012,IL,Christian,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,796.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,706.5,918.6,Age group,Ages 65 years and older,T2,-89.27751689,39.54591418
17023,2012,IL,Clark,County,NVSS,Cardiovascular Diseases,Stroke,341.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,291.1,399.2,Age group,Ages 65 years and older,T6,-87.7877054,39.33372059
17023,2012,IL,Clark,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,81.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,67.7,101.5,Age group,Ages 35-64 years,T2,-87.7877054,39.33372059
17023,2012,IL,Clark,County,NVSS,Cardiovascular Diseases,Stroke,16.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,12.5,22.1,Age group,Ages 35-64 years,T6,-87.7877054,39.33372059
17023,2012,IL,Clark,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,876.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,770.2,1001.6,Age group,Ages 65 years and older,T2,-87.7877054,39.33372059
17025,2012,IL,Clay,County,NVSS,Cardiovascular Diseases,Stroke,16.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,12.6,24.6,Age group,Ages 35-64 years,T6,-88.49033875,38.75441463
17025,2012,IL,Clay,County,NVSS,Cardiovascular Diseases,Stroke,343.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,286.9,413.9,Age group,Ages 65 years and older,T6,-88.49033875,38.75441463
17025,2012,IL,Clay,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,68.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,53.3,89.2,Age group,Ages 35-64 years,T2,-88.49033875,38.75441463
17025,2012,IL,Clay,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,684.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,591.9,813.9,Age group,Ages 65 years and older,T2,-88.49033875,38.75441463
17027,2012,IL,Clinton,County,NVSS,Cardiovascular Diseases,Stroke,12.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.4,15,Age group,Ages 35-64 years,T6,-89.42258955,38.60635659
17027,2012,IL,Clinton,County,NVSS,Cardiovascular Diseases,Stroke,257.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,219.6,290.6,Age group,Ages 65 years and older,T6,-89.42258955,38.60635659
17027,2012,IL,Clinton,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,69.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,55.7,84.6,Age group,Ages 35-64 years,T2,-89.42258955,38.60635659
17027,2012,IL,Clinton,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,907.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,799,1038.2,Age group,Ages 65 years and older,T2,-89.42258955,38.60635659
17029,2012,IL,Coles,County,NVSS,Cardiovascular Diseases,Stroke,14.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.7,18.9,Age group,Ages 35-64 years,T6,-88.22149902,39.52083161
17029,2012,IL,Coles,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,754.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,667.3,867.6,Age group,Ages 65 years and older,T2,-88.22149902,39.52083161
17029,2012,IL,Coles,County,NVSS,Cardiovascular Diseases,Stroke,296.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,261.7,343.3,Age group,Ages 65 years and older,T6,-88.22149902,39.52083161
17029,2012,IL,Coles,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,63.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,50.6,76.6,Age group,Ages 35-64 years,T2,-88.22149902,39.52083161
17031,2012,IL,Cook,County,NVSS,Cardiovascular Diseases,Stroke,15.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,14.6,17.1,Age group,Ages 35-64 years,T6,-87.81688479,41.839954
17031,2012,IL,Cook,County,NVSS,Cardiovascular Diseases,Stroke,254.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,244.2,265,Age group,Ages 65 years and older,T6,-87.81688479,41.839954
17031,2012,IL,Cook,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,67.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,64.3,70.7,Age group,Ages 35-64 years,T2,-87.81688479,41.839954
17031,2012,IL,Cook,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,711.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,694.2,731.2,Age group,Ages 65 years and older,T2,-87.81688479,41.839954
17033,2012,IL,Crawford,County,NVSS,Cardiovascular Diseases,Stroke,404.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,346.2,469.2,Age group,Ages 65 years and older,T6,-87.75952892,39.0032532
17033,2012,IL,Crawford,County,NVSS,Cardiovascular Diseases,Stroke,19,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,15.4,23.6,Age group,Ages 35-64 years,T6,-87.75952892,39.0032532
17033,2012,IL,Crawford,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,89.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,70.4,114.9,Age group,Ages 35-64 years,T2,-87.75952892,39.0032532
17033,2012,IL,Crawford,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,763.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,661,874.7,Age group,Ages 65 years and older,T2,-87.75952892,39.0032532
17035,2012,IL,Cumberland,County,NVSS,Cardiovascular Diseases,Stroke,15,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.1,19.6,Age group,Ages 35-64 years,T6,-88.24031855,39.27402493
17035,2012,IL,Cumberland,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,49.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,39.4,63.6,Age group,Ages 35-64 years,T2,-88.24031855,39.27402493
17035,2012,IL,Cumberland,County,NVSS,Cardiovascular Diseases,Stroke,304.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,255.8,358,Age group,Ages 65 years and older,T6,-88.24031855,39.27402493
17035,2012,IL,Cumberland,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,563.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,472.1,687.9,Age group,Ages 65 years and older,T2,-88.24031855,39.27402493
17037,2012,IL,DeKalb,County,NVSS,Cardiovascular Diseases,Stroke,11.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,9.1,13.2,Age group,Ages 35-64 years,T6,-88.76990607,41.89350558
17037,2012,IL,DeKalb,County,NVSS,Cardiovascular Diseases,Stroke,287.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,246.8,325.9,Age group,Ages 65 years and older,T6,-88.76990607,41.89350558
17037,2012,IL,DeKalb,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,658.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,592.8,737.1,Age group,Ages 65 years and older,T2,-88.76990607,41.89350558
17037,2012,IL,DeKalb,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,49.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,40.9,57.3,Age group,Ages 35-64 years,T2,-88.76990607,41.89350558
17039,2012,IL,De Witt,County,NVSS,Cardiovascular Diseases,Stroke,14.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.4,18.1,Age group,Ages 35-64 years,T6,-88.9041494,40.1744355
17039,2012,IL,De Witt,County,NVSS,Cardiovascular Diseases,Stroke,295.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,254.6,347.3,Age group,Ages 65 years and older,T6,-88.9041494,40.1744355
17039,2012,IL,De Witt,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,67,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,51.6,84.7,Age group,Ages 35-64 years,T2,-88.9041494,40.1744355
17039,2012,IL,De Witt,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,738,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,624.8,845.8,Age group,Ages 65 years and older,T2,-88.9041494,40.1744355
17041,2012,IL,Douglas,County,NVSS,Cardiovascular Diseases,Stroke,13.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.1,18.6,Age group,Ages 35-64 years,T6,-88.21756136,39.7695478
17041,2012,IL,Douglas,County,NVSS,Cardiovascular Diseases,Stroke,276.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,239.4,338.1,Age group,Ages 65 years and older,T6,-88.21756136,39.7695478
17041,2012,IL,Douglas,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,53.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,41.8,69.6,Age group,Ages 35-64 years,T2,-88.21756136,39.7695478
17041,2012,IL,Douglas,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,501.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,416.1,593.5,Age group,Ages 65 years and older,T2,-88.21756136,39.7695478
17043,2012,IL,DuPage,County,NVSS,Cardiovascular Diseases,Stroke,7.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,6.3,8.8,Age group,Ages 35-64 years,T6,-88.08560458,41.85196015
17043,2012,IL,DuPage,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,515.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,479.3,547.3,Age group,Ages 65 years and older,T2,-88.08560458,41.85196015
17043,2012,IL,DuPage,County,NVSS,Cardiovascular Diseases,Stroke,226.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,210.3,247.6,Age group,Ages 65 years and older,T6,-88.08560458,41.85196015
17043,2012,IL,DuPage,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,34,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,30.2,38.5,Age group,Ages 35-64 years,T2,-88.08560458,41.85196015
17045,2012,IL,Edgar,County,NVSS,Cardiovascular Diseases,Stroke,20.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,16.7,27.8,Age group,Ages 35-64 years,T6,-87.74551226,39.67871954
17045,2012,IL,Edgar,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,78.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,62.7,96.4,Age group,Ages 35-64 years,T2,-87.74551226,39.67871954
17045,2012,IL,Edgar,County,NVSS,Cardiovascular Diseases,Stroke,374.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,304.4,437.1,Age group,Ages 65 years and older,T6,-87.74551226,39.67871954
17045,2012,IL,Edgar,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,1004.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,811.7,1142.3,Age group,Ages 65 years and older,T2,-87.74551226,39.67871954
17047,2012,IL,Edwards,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,917.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,752.3,1151.4,Age group,Ages 65 years and older,T2,-88.05369238,38.41619684
17047,2012,IL,Edwards,County,NVSS,Cardiovascular Diseases,Stroke,16,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.8,21.2,Age group,Ages 35-64 years,T6,-88.05369238,38.41619684
17047,2012,IL,Edwards,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,99.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,72.9,126.5,Age group,Ages 35-64 years,T2,-88.05369238,38.41619684
17047,2012,IL,Edwards,County,NVSS,Cardiovascular Diseases,Stroke,303.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,239.8,366,Age group,Ages 65 years and older,T6,-88.05369238,38.41619684
17049,2012,IL,Effingham,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,47.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,35.3,63.8,Age group,Ages 35-64 years,T2,-88.58981111,39.05974383
17049,2012,IL,Effingham,County,NVSS,Cardiovascular Diseases,Stroke,14.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.1,18.4,Age group,Ages 35-64 years,T6,-88.58981111,39.05974383
17049,2012,IL,Effingham,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,541.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,457.8,626.4,Age group,Ages 65 years and older,T2,-88.58981111,39.05974383
17049,2012,IL,Effingham,County,NVSS,Cardiovascular Diseases,Stroke,343.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,299,401.2,Age group,Ages 65 years and older,T6,-88.58981111,39.05974383
17051,2012,IL,Fayette,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,63.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,48.6,86.6,Age group,Ages 35-64 years,T2,-89.0244084,39.00006284
17051,2012,IL,Fayette,County,NVSS,Cardiovascular Diseases,Stroke,283.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,238.6,322.3,Age group,Ages 65 years and older,T6,-89.0244084,39.00006284
17051,2012,IL,Fayette,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,589.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,518.4,686,Age group,Ages 65 years and older,T2,-89.0244084,39.00006284
17051,2012,IL,Fayette,County,NVSS,Cardiovascular Diseases,Stroke,17,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.4,20.7,Age group,Ages 35-64 years,T6,-89.0244084,39.00006284
17053,2012,IL,Ford,County,NVSS,Cardiovascular Diseases,Stroke,15.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,12.9,21.8,Age group,Ages 35-64 years,T6,-88.22324789,40.59731185
17053,2012,IL,Ford,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,68,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,52.8,95.9,Age group,Ages 35-64 years,T2,-88.22324789,40.59731185
17053,2012,IL,Ford,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,725.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,623.5,845.7,Age group,Ages 65 years and older,T2,-88.22324789,40.59731185
17053,2012,IL,Ford,County,NVSS,Cardiovascular Diseases,Stroke,303.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,260.1,363.6,Age group,Ages 65 years and older,T6,-88.22324789,40.59731185
17055,2012,IL,Franklin,County,NVSS,Cardiovascular Diseases,Stroke,16.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,12.9,19.1,Age group,Ages 35-64 years,T6,-88.92436254,37.99216852
17055,2012,IL,Franklin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,83.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,67.1,100.2,Age group,Ages 35-64 years,T2,-88.92436254,37.99216852
17055,2012,IL,Franklin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,624,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,556.5,703,Age group,Ages 65 years and older,T2,-88.92436254,37.99216852
17055,2012,IL,Franklin,County,NVSS,Cardiovascular Diseases,Stroke,264.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,229.6,305.1,Age group,Ages 65 years and older,T6,-88.92436254,37.99216852
17057,2012,IL,Fulton,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,700.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,621.8,799.8,Age group,Ages 65 years and older,T2,-90.2074392,40.47252394
17057,2012,IL,Fulton,County,NVSS,Cardiovascular Diseases,Stroke,14.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.9,18.3,Age group,Ages 35-64 years,T6,-90.2074392,40.47252394
17057,2012,IL,Fulton,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,84.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,71.5,100,Age group,Ages 35-64 years,T2,-90.2074392,40.47252394
17057,2012,IL,Fulton,County,NVSS,Cardiovascular Diseases,Stroke,281.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,242.1,327,Age group,Ages 65 years and older,T6,-90.2074392,40.47252394
17059,2012,IL,Gallatin,County,NVSS,Cardiovascular Diseases,Stroke,22.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,14.7,27.7,Age group,Ages 35-64 years,T6,-88.23076038,37.76244471
17059,2012,IL,Gallatin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,145.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,98,180.3,Age group,Ages 35-64 years,T2,-88.23076038,37.76244471
17059,2012,IL,Gallatin,County,NVSS,Cardiovascular Diseases,Stroke,313.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,261.3,360.7,Age group,Ages 65 years and older,T6,-88.23076038,37.76244471
17059,2012,IL,Gallatin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,975.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,838.7,1156.5,Age group,Ages 65 years and older,T2,-88.23076038,37.76244471
17061,2012,IL,Greene,County,NVSS,Cardiovascular Diseases,Stroke,12.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,9.4,16.2,Age group,Ages 35-64 years,T6,-90.39046877,39.35633975
17061,2012,IL,Greene,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,79,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,61.8,98.4,Age group,Ages 35-64 years,T2,-90.39046877,39.35633975
17061,2012,IL,Greene,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,780.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,646.9,884.8,Age group,Ages 65 years and older,T2,-90.39046877,39.35633975
17061,2012,IL,Greene,County,NVSS,Cardiovascular Diseases,Stroke,264.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,228.1,313.9,Age group,Ages 65 years and older,T6,-90.39046877,39.35633975
17063,2012,IL,Grundy,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,56.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,44.3,69,Age group,Ages 35-64 years,T2,-88.41889571,41.28544991
17063,2012,IL,Grundy,County,NVSS,Cardiovascular Diseases,Stroke,14.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.9,18.1,Age group,Ages 35-64 years,T6,-88.41889571,41.28544991
17063,2012,IL,Grundy,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,770.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,667.3,861.3,Age group,Ages 65 years and older,T2,-88.41889571,41.28544991
17063,2012,IL,Grundy,County,NVSS,Cardiovascular Diseases,Stroke,286.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,247.4,331.5,Age group,Ages 65 years and older,T6,-88.41889571,41.28544991
17065,2012,IL,Hamilton,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,789,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,651.1,908.8,Age group,Ages 65 years and older,T2,-88.53885563,38.08160068
17065,2012,IL,Hamilton,County,NVSS,Cardiovascular Diseases,Stroke,17.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,14.6,21.8,Age group,Ages 35-64 years,T6,-88.53885563,38.08160068
17065,2012,IL,Hamilton,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,111.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,85.5,142.2,Age group,Ages 35-64 years,T2,-88.53885563,38.08160068
17065,2012,IL,Hamilton,County,NVSS,Cardiovascular Diseases,Stroke,284.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,241.1,338.1,Age group,Ages 65 years and older,T6,-88.53885563,38.08160068
17067,2012,IL,Hancock,County,NVSS,Cardiovascular Diseases,Stroke,11.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,8.8,13.5,Age group,Ages 35-64 years,T6,-91.16476489,40.40365216
17067,2012,IL,Hancock,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,74,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,61.4,95.7,Age group,Ages 35-64 years,T2,-91.16476489,40.40365216
17067,2012,IL,Hancock,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,704.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,614.1,810.3,Age group,Ages 65 years and older,T2,-91.16476489,40.40365216
17067,2012,IL,Hancock,County,NVSS,Cardiovascular Diseases,Stroke,280.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,245.3,327.7,Age group,Ages 65 years and older,T6,-91.16476489,40.40365216
17069,2012,IL,Hardin,County,NVSS,Cardiovascular Diseases,Stroke,320.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,270,384.5,Age group,Ages 65 years and older,T6,-88.26668706,37.51811297
17069,2012,IL,Hardin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,884.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,736.7,1061.7,Age group,Ages 65 years and older,T2,-88.26668706,37.51811297
17069,2012,IL,Hardin,County,NVSS,Cardiovascular Diseases,Stroke,22.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,16.6,30.7,Age group,Ages 35-64 years,T6,-88.26668706,37.51811297
17069,2012,IL,Hardin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,120.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,78.9,164,Age group,Ages 35-64 years,T2,-88.26668706,37.51811297
